timestamp,r11,r12,r13,t1,r21,r22,r23,t2,r31,r32,r33,t3
1.453253,0.971277833,0.010861546,-0.237700239,-0.48957178,-0.013328325,0.999872684,-0.008772997,-0.030270493,0.237574697,0.011689165,0.971298933,1.951716185
1.556997,0.963214636,0.012602924,-0.268437505,-0.574278712,-0.015412787,0.99984622,-0.008362604,-0.031856742,0.268290848,0.012192353,0.963260829,2.141042471
1.660772,0.953744292,0.014654562,-0.300261796,-0.672320485,-0.017570408,0.999821007,-0.007013004,-0.037251867,0.300105274,0.011964333,0.953831077,2.33538413
1.764374,0.942418814,0.01672402,-0.334016621,-0.773473799,-0.019883173,0.999784052,-0.006041219,-0.037773348,0.33384347,0.012334668,0.942547798,2.527612925
1.868002,0.929945767,0.018908998,-0.367210209,-0.873969436,-0.022500103,0.999731719,-0.005500804,-0.041613579,0.367007673,0.013377716,0.93012172,2.700247765
1.97175,0.916044712,0.021865744,-0.400479645,-0.990588427,-0.02590997,0.99965328,-0.004685701,-0.044538125,0.400238365,0.014668728,0.916293681,2.880165815
2.075498,0.900130391,0.022620648,-0.435032845,-1.114401102,-0.027015466,0.999627352,-0.003919762,-0.046197295,0.434782058,0.015280912,0.900406063,3.053612471
2.179126,0.881655157,0.018152528,-0.471545011,-1.244813204,-0.023087682,0.999722481,-0.004682232,-0.045066502,0.471329153,0.015014995,0.88182956,3.244331121
2.282875,0.860249341,0.012676843,-0.509715974,-1.380557537,-0.017781159,0.999828696,-0.005143178,-0.04769114,0.509563446,0.013487756,0.860327363,3.427558661
2.386504,0.835343361,0.014415672,-0.549539506,-1.539366722,-0.018441167,0.999828339,-0.001804254,-0.054073505,0.549419105,0.01164132,0.835465789,3.604417086
2.490144,0.806529164,0.020753549,-0.590829968,-1.723819733,-0.023795575,0.999713361,0.002633205,-0.065078646,0.59071523,0.01193538,0.806791842,3.76743412
2.59362,0.773868799,0.023764117,-0.63289994,-1.91590786,-0.026867513,0.999628067,0.004682173,-0.068991892,0.632775784,0.013381058,0.774219453,3.9322052
2.697329,0.737821877,0.023034316,-0.67460233,-2.125691891,-0.02616279,0.999642491,0.005518216,-0.071235351,0.674488246,0.013578019,0.738160729,4.099609375
2.80089,0.698234022,0.018625746,-0.715627253,-2.344467163,-0.019760961,0.999782026,0.006740814,-0.071000054,0.715596795,0.009434816,0.69844985,4.267415047
2.904641,0.655124009,0.015114671,-0.755370259,-2.581110477,-0.014748927,0.999865174,0.007215344,-0.068335652,0.755377471,0.006413952,0.655258656,4.430956841
3.008248,0.610664368,0.014742007,-0.791752338,-2.842139244,-0.012161287,0.999883354,0.009237513,-0.067711964,0.791796207,0.003987704,0.610772491,4.575939655
3.112001,0.563104212,0.015215511,-0.826245785,-3.116172075,-0.009745667,0.999883235,0.011771205,-0.064908519,0.826328456,0.001423901,0.563186765,4.707138062
3.215751,0.511693716,0.015889188,-0.859021008,-3.410080433,-0.007723793,0.999873638,0.013893682,-0.062824413,0.859133244,-0.000474409,0.511751771,4.835926056
3.319374,0.459465563,0.017460268,-0.888024032,-3.725072384,-0.006613627,0.99984628,0.016237006,-0.05912577,0.888171017,-0.001587288,0.459510446,4.938987732
3.423126,0.404414535,0.019127397,-0.914375842,-4.037697792,-0.005066975,0.999812782,0.018673567,-0.055389188,0.914561808,-0.002918744,0.404435754,5.036762714
3.526893,0.348775864,0.021031071,-0.936970115,-4.390102386,-0.004493949,0.999774218,0.02076794,-0.049449429,0.937195361,-0.00303266,0.348791599,5.123113632
3.630648,0.29363209,0.024052506,-0.955615938,-4.766727448,-0.00198901,0.999696612,0.024550838,-0.045449436,0.955916524,-0.005308185,0.293590844,5.198246002
3.734395,0.239711523,0.026162105,-0.970491529,-5.14727211,0.002794111,0.99961412,0.027637322,-0.048367478,0.970840037,-0.009336643,0.239545941,5.255859852
3.838251,0.188887715,0.026405776,-0.981643617,-5.508180141,0.00567974,0.999592304,0.027981482,-0.044552386,0.981982231,-0.01086084,0.188660741,5.290624142
3.942122,0.141382992,0.02743829,-0.989574671,-5.923478127,0.003725657,0.999593973,0.028248394,-0.037382632,0.989947975,-0.007680659,0.141223371,5.307683945
4.046284,0.099207342,0.027866488,-0.99467659,-6.358269691,0.001565099,0.999602199,0.028160585,-0.0279966,0.995065629,-0.004350506,0.099124253,5.308988094
4.150266,0.061321199,0.026486425,-0.997766674,-6.802991867,0.000301356,0.999647319,0.026554869,-0.019653901,0.998118103,-0.00192906,0.061291575,5.304008484
4.25438,0.027137518,0.023774035,-0.999349058,-7.278366089,0.001549897,0.999714971,0.02382483,-0.01077798,0.99963057,-0.002195437,0.027092934,5.292012691
4.358512,-0.004703283,0.021058345,-0.999767184,-7.73208046,0.002256418,0.999775946,0.021047914,-0.005188584,0.99998641,-0.0021569,-0.004749775,5.270013332
4.462646,-0.031199932,0.019318175,-0.999326527,-8.232494354,0.001461227,0.99981302,0.019281959,0.000987738,0.999512196,-0.000858649,-0.031222343,5.234098434
4.566885,-0.051956058,0.01703787,-0.998504162,-8.733965874,0.001609718,0.999854565,0.016977156,0.009471923,0.998648226,-0.000725249,-0.051975846,5.187673569
4.67125,-0.068562865,0.016116705,-0.997516692,-9.26879406,0.002423295,0.999869227,0.015988156,0.021391965,0.997643948,-0.001321085,-0.068593025,5.145783424
4.7755,-0.081515312,0.016510054,-0.99653542,-9.80867672,0.003064391,0.999862194,0.016314508,0.028521255,0.996667445,-0.001723891,-0.081554651,5.090386391
4.879959,-0.091006637,0.017644312,-0.995694101,-10.366537094,0.002168603,0.999844193,0.017519645,0.032132134,0.99584806,-0.000564864,-0.091030717,5.027379036
4.98425,-0.097546816,0.019071031,-0.995048285,-10.952632904,0.000339241,0.999816954,0.019129174,0.033894435,0.995230973,0.001528427,-0.097535491,4.955048561
5.088502,-0.101862192,0.020068474,-0.994596124,-11.544863701,0.000209852,0.999796927,0.020151921,0.039877206,0.994798541,0.001843999,-0.101845741,4.886672974
5.192878,-0.103430986,0.020866703,-0.994417846,-12.151926041,0.002443071,0.999782205,0.020725165,0.049937978,0.994633734,-0.000285811,-0.103459477,4.826010704
5.297154,-0.102372527,0.023021284,-0.994479775,-12.797481537,0.004467112,0.999732733,0.022683037,0.058734268,0.994736195,-0.002120332,-0.102448106,4.759176254
5.401501,-0.10121417,0.025432097,-0.994539559,-13.457876205,0.004274015,0.999675095,0.025128456,0.065837204,0.994855464,-0.001707322,-0.101289988,4.697339058
5.505749,-0.099623442,0.025431646,-0.994700313,-14.114631653,0.001980035,0.999676406,0.025360566,0.072585434,0.99502337,0.000556963,-0.099641562,4.628271103
5.610008,-0.09804213,0.023034025,-0.994915783,-14.782400131,0.000348182,0.999732852,0.023111241,0.081459716,0.995182276,0.001919462,-0.098023891,4.561266899
5.714253,-0.096425295,0.02281451,-0.995078743,-15.472743988,0.000259975,0.999737799,0.022896139,0.095190942,0.995340168,0.00194907,-0.096405983,4.486087799
5.818377,-0.094617486,0.02533217,-0.995191514,-16.18221283,-0.000175512,0.999675751,0.025463006,0.106441408,0.995513856,0.00258391,-0.094582438,4.411422729
5.922523,-0.092703581,0.028832501,-0.995276213,-16.910423279,-0.000987923,0.999577522,0.029049126,0.117602453,0.995693266,0.003676212,-0.09263587,4.341629028
6.026772,-0.090816021,0.030926721,-0.995387495,-17.653427124,-0.001568604,0.999512017,0.031197989,0.127349138,0.995866597,0.004394642,-0.090723157,4.267904282
6.130876,-0.088928223,0.03021053,-0.995579898,-18.403003693,-0.00323986,0.999525845,0.030619666,0.139900148,0.996032834,0.005948491,-0.088788152,4.194185257
6.235023,-0.087408066,0.027097238,-0.995804071,-19.168247223,-0.005633824,0.99960053,0.027695064,0.158505693,0.996156752,0.008030955,-0.08722055,4.120450974
6.339025,-0.085958123,0.026680127,-0.99594152,-19.933755875,-0.007018206,0.999600351,0.027383875,0.170775607,0.996274114,0.009343588,-0.085736513,4.053085327
6.443143,-0.084387183,0.029032663,-0.996010125,-20.725250244,-0.004036969,0.999557257,0.029478095,0.187126517,0.996424973,0.006508433,-0.084232688,3.984846115
6.547271,-0.083218217,0.031158378,-0.996044159,-21.513250351,-0.00245655,0.999501646,0.031471778,0.197828472,0.996528327,0.005065857,-0.0831002,3.915683746
6.65128,-0.082059264,0.032889802,-0.99608475,-22.325609207,-0.001314295,0.999450862,0.033109229,0.212087601,0.996626735,0.00402606,-0.08197093,3.84844017
6.75538,-0.081510544,0.02842976,-0.996266961,-23.126058578,-0.000760959,0.999590993,0.028586874,0.222859994,0.996672213,0.003088248,-0.081455588,3.781852722
6.859377,-0.080919981,0.02140793,-0.996490836,-23.936840057,8.6519e-05,0.999769449,0.021471344,0.2339641,0.996720731,0.001651242,-0.080903172,3.709383011
6.963378,-0.081260443,0.016739998,-0.996552467,-24.752723694,0.002983241,0.999858558,0.016552277,0.248292521,0.996688604,-0.001627912,-0.081298947,3.643501282
7.067377,-0.08147192,0.01756767,-0.996520936,-25.590848923,0.004019529,0.999842286,0.017297603,0.255484879,0.996667683,-0.002596278,-0.081529737,3.567907333
7.171256,-0.08144784,0.02481796,-0.996368647,-26.436901093,0.00327358,0.999691188,0.024633124,0.264472842,0.996672332,-0.00125538,-0.081503868,3.493457794
7.275272,-0.081801414,0.032329205,-0.996124327,-27.273231506,0.002318373,0.999477208,0.032247644,0.269628793,0.996646106,0.000328509,-0.081833601,3.424386978
7.379272,-0.082285285,0.037588224,-0.995899677,-28.150920868,0.000731714,0.999290526,0.037655745,0.283581138,0.996608496,0.002369805,-0.08225441,3.344552994
7.483251,-0.082635403,0.037880909,-0.995859683,-29.001338959,-0.000810253,0.999274433,0.038078036,0.299688667,0.996579528,0.003953492,-0.082544804,3.267665863
7.587271,-0.08270812,0.034307364,-0.995983124,-29.842844009,-0.001352775,0.999402463,0.034537483,0.312711567,0.996572912,0.004203874,-0.082612276,3.190343857
7.691129,-0.083323598,0.03151479,-0.996024132,-30.692771912,-0.000810364,0.999497354,0.031692475,0.332766324,0.996522248,0.003447874,-0.083256245,3.115879059
7.795131,-0.083389401,0.033016849,-0.99597007,-31.534477234,-0.002153904,0.999442697,0.033312313,0.346429318,0.996514857,0.004923113,-0.083271742,3.038486481
7.899003,-0.083716989,0.035338886,-0.995862901,-32.383323669,-0.003090224,0.999356985,0.035722658,0.357763588,0.996484876,0.006068026,-0.08355391,2.966136932
8.003004,-0.083305478,0.033649068,-0.995955884,-33.226280212,-0.004604018,0.999406099,0.034150735,0.365801096,0.996513546,0.007430338,-0.083101153,2.883857727
8.107005,-0.082752824,0.028613683,-0.996159256,-34.056293488,-0.004739507,0.999565125,0.029105233,0.381022424,0.996558845,0.007129842,-0.082581162,2.806114197
8.211004,-0.082437754,0.024327138,-0.996299326,-34.896400452,-0.005665693,0.999674439,0.024878351,0.398316324,0.996580184,0.007695639,-0.082273126,2.725269318
8.315006,-0.081608176,0.025070215,-0.996349216,-35.74282074,-0.00594886,0.999653518,0.025640614,0.402446449,0.996646821,0.008019622,-0.081430793,2.643936157
8.41888,-0.081105947,0.027818523,-0.996317208,-36.578857422,-0.004878864,0.999587357,0.028306998,0.40602392,0.996693552,0.007156763,-0.08093679,2.580730438
8.522877,-0.080635786,0.03301616,-0.996196806,-37.428874969,-0.004598421,0.999428272,0.033495475,0.414958179,0.996733129,0.007281861,-0.080437899,2.50113678
8.626899,-0.080134511,0.03850951,-0.996039927,-38.279033661,-0.004015864,0.999232829,0.038956046,0.430327177,0.996775985,0.007121684,-0.079918385,2.43605423
8.730751,-0.079984546,0.041863199,-0.995916665,-39.126045227,-0.004450861,0.999092758,0.042354167,0.447235703,0.996786177,0.007820367,-0.079725623,2.353183746
8.834756,-0.079970837,0.04149501,-0.995933175,-39.946239471,-0.003631867,0.999114394,0.041919183,0.465550303,0.996790648,0.006969405,-0.079749227,2.29983902
8.938756,-0.079836369,0.037194919,-0.996113896,-40.794204712,-0.003651109,0.999285996,0.037605997,0.484852076,0.996801376,0.00663924,-0.079643488,2.220272064
9.042758,-0.079406261,0.032995123,-0.996296287,-41.617485046,-0.005002714,0.999426305,0.033497512,0.497203052,0.996829927,0.007644092,-0.079195619,2.154727936
9.146631,-0.079328656,0.030314535,-0.996387541,-42.449150085,-0.008727137,0.999478102,0.031103387,0.50866425,0.996810377,0.011163001,-0.079022765,2.076957703
9.250652,-0.07936275,0.028322522,-0.996443391,-43.298595428,-0.012488891,0.999489605,0.029403796,0.523467064,0.996767581,0.014778039,-0.078968525,1.981929779
9.354505,-0.080419421,0.026374232,-0.996412277,-44.120876312,-0.010319586,0.999574244,0.027290814,0.53048408,0.996707857,0.012477268,-0.080112934,1.928222656
9.458529,-0.081890464,0.02296152,-0.996376991,-44.956680298,-0.0068962,0.999697566,0.023604834,0.536444604,0.996617675,0.008804223,-0.081707358,1.862384796
9.562503,-0.082723141,0.021315996,-0.996344626,-45.783721924,-0.002719001,0.999762654,0.021614872,0.5488258,0.996568918,0.00449711,-0.082645535,1.795467377
9.666385,-0.084472418,0.02469286,-0.996119797,-46.614433289,-0.002198554,0.999685824,0.024967698,0.556512117,0.996423423,0.004299102,-0.084391594,1.717056274
9.77038,-0.086016417,0.030876167,-0.995815217,-47.440216064,-2.061e-06,0.999519646,0.030991208,0.561993718,0.996293783,0.002667803,-0.085975051,1.641979218
9.874249,-0.087709427,0.034777142,-0.99553889,-48.257198334,0.002409378,0.999394894,0.034699574,0.56950891,0.996143222,0.000644848,-0.087740183,1.574626923
9.978133,-0.089472055,0.033710223,-0.995418847,-49.073787689,0.00233157,0.999431431,0.033636544,0.582117438,0.99598676,0.000688635,-0.089499712,1.502323151
10.08213,-0.090062737,0.029901436,-0.995487154,-49.877178192,-0.001215425,0.999545157,0.030133288,0.589110017,0.99593538,0.003923826,-0.08998549,1.413806915
10.18601,-0.091510534,0.026326243,-0.995456159,-50.682430267,-0.006516137,0.999613225,0.027035203,0.597806811,0.995782912,0.00896053,-0.091303587,1.326602936
10.29001,-0.093055844,0.02487855,-0.995350063,-51.480899811,-0.009920089,0.999615014,0.025912587,0.606155872,0.995611489,0.012285277,-0.092773199,1.244316101
10.39388,-0.093700767,0.026172074,-0.995256364,-52.280357361,-0.012175923,0.999549508,0.0274313,0.607934535,0.995525956,0.014688496,-0.09333992,1.15688324
10.49776,-0.094749928,0.027722932,-0.995114982,-53.074542999,-0.012312809,0.999503076,0.029017547,0.61478734,0.995424926,0.015002075,-0.094361544,1.078166962
10.60175,-0.095436335,0.027283467,-0.995061755,-53.861747742,-0.014173364,0.999485731,0.028764138,0.620093882,0.995334804,0.01684851,-0.095000505,0.991455078
10.70563,-0.095938087,0.027195226,-0.995015919,-54.658050537,-0.014606362,0.999480605,0.028725579,0.626296759,0.995280325,0.01728943,-0.095490932,0.905406952
10.80965,-0.096545219,0.02891646,-0.994908512,-55.439113617,-0.013274932,0.999451578,0.030336693,0.637380838,0.995240152,0.016136207,-0.096108437,0.824943542
10.91351,-0.096818089,0.03172693,-0.994796336,-56.212306976,-0.012236428,0.999378324,0.033063967,0.648555636,0.99522692,0.015373942,-0.096369743,0.745998383
11.01751,-0.096883297,0.035805743,-0.994651616,-57.004745483,-0.01261586,0.999228239,0.037199333,0.665137291,0.995215893,0.016152373,-0.096356869,0.664104462
11.12138,-0.097364068,0.037689727,-0.994534969,-57.768932343,-0.013250845,0.999145031,0.039161678,0.678386688,0.995160639,0.016991369,-0.096781373,0.586215973
11.22538,-0.09824264,0.038119473,-0.994432211,-58.53144455,-0.012115387,0.999146223,0.039497089,0.686297417,0.995088816,0.015928224,-0.0976969,0.510177612
11.32928,-0.098506331,0.035996232,-0.994485199,-59.280452728,-0.011608062,0.999236047,0.037317999,0.700875401,0.995068729,0.015220104,-0.098013163,0.431785583
11.43326,-0.098799825,0.032515641,-0.994575977,-60.023880005,-0.011556731,0.999361098,0.033820111,0.709049642,0.995040238,0.014835465,-0.098360896,0.358146667
11.53715,-0.098374605,0.029818201,-0.994702637,-60.751628876,-0.012038278,0.99944222,0.031150848,0.716113091,0.995076656,0.015038961,-0.09796083,0.276321411
11.64113,-0.096983314,0.027468352,-0.994906902,-61.467018127,-0.012319203,0.999509394,0.028796295,0.725617468,0.995209754,0.015049221,-0.096597314,0.198753357
11.74513,-0.094819307,0.026762677,-0.995134711,-62.156047821,-0.014921372,0.999488056,0.028301507,0.729180396,0.995382667,0.017532304,-0.094371438,0.129501343
11.84914,-0.090539694,0.027726125,-0.995507002,-62.853858948,-0.015405551,0.999453783,0.029237157,0.735761881,0.995773852,0.01798345,-0.090063095,0.062034607
11.95326,-0.084948182,0.029347446,-0.995953262,-63.517150879,-0.01485671,0.999417722,0.030716712,0.738838494,0.996274769,0.017405907,-0.084462643,0.012542725
12.05726,-0.077688098,0.030910021,-0.996498585,-64.174484253,-0.013999776,0.999386907,0.032091051,0.746355534,0.996879578,0.016443847,-0.077207804,-0.038772583
12.16138,-0.069149733,0.032147955,-0.997088313,-64.812332153,-0.014904987,0.999335766,0.033254106,0.750953972,0.997495115,0.017161094,-0.068624735,-0.080917358
12.26551,-0.057207108,0.033912703,-0.997786283,-65.442977905,-0.017051391,0.999243915,0.034939874,0.757185817,0.998216808,0.019012449,-0.05658555,-0.118148804
12.36963,-0.041969776,0.035790466,-0.998477697,-66.066871643,-0.020743962,0.999111533,0.036685131,0.759711862,0.998903573,0.022252044,-0.041190028,-0.150588989
12.47391,-0.024215817,0.036638431,-0.99903518,-66.632003784,-0.021668581,0.999074161,0.037165094,0.772383213,0.999471903,0.022547657,-0.023399472,-0.146217346
12.57813,-0.001827478,0.037588138,-0.999291718,-67.207473755,-0.022545101,0.999037743,0.037619814,0.779793859,0.999744236,0.022597875,-0.000978231,-0.141426086
12.68239,0.023413181,0.037950214,-0.999005377,-67.754577637,-0.022237385,0.99905175,0.037430808,0.785599232,0.999478579,0.021338889,0.024234891,-0.111000061
12.78678,0.053159416,0.037605114,-0.997877717,-68.285827637,-0.021060895,0.999110639,0.036529612,0.792043924,0.998363912,0.019074304,0.053904116,-0.071792603
12.89113,0.087085724,0.037301123,-0.995502293,-68.785346985,-0.019781977,0.999166489,0.03570791,0.801195085,0.996004462,0.016583351,0.087751031,0.002529144
12.99551,0.124721229,0.037958246,-0.991465628,-69.267677307,-0.019462438,0.99916929,0.035804909,0.805002749,0.992001116,0.014830697,0.125356376,0.087356567
13.09988,0.1658898,0.037244767,-0.98544085,-69.704795837,-0.019565953,0.999214113,0.034471586,0.81728816,0.985950291,0.013562598,0.166488171,0.170898438
13.20438,0.211305141,0.039203189,-0.976633668,-70.101890564,-0.018164121,0.999180257,0.036178235,0.797646642,0.97725141,0.010095041,0.211844027,0.272296906
13.30876,0.259750009,0.037599381,-0.964943707,-70.549781799,-0.015174345,0.999277234,0.034852471,0.805977225,0.965556741,0.005589455,0.260132849,0.427764893
13.41326,0.309796691,0.032810718,-0.950236619,-70.961669922,-0.007959961,0.999458909,0.031915203,0.808900058,0.950769603,-0.002323382,0.309890211,0.600719452
13.51763,0.361380041,0.028115686,-0.931994677,-71.358192444,-0.002886586,0.999574244,0.029035104,0.804902256,0.932414174,-0.007802427,0.361307323,0.792282104
13.62213,0.413626492,0.022669682,-0.910164416,-71.761260986,0.001629139,0.999669909,0.025639385,0.825283408,0.910445273,-0.012087914,0.413453043,1.014701843
13.72651,0.464248478,0.022065695,-0.885430157,-72.135101318,0.002110421,0.99965924,0.026018923,0.82659775,0.88570255,-0.013947876,0.464043736,1.255622864
13.83076,0.511128306,0.019397378,-0.859285593,-72.521026611,0.003608901,0.999688089,0.024713485,0.856852472,0.859496951,-0.01573284,0.510898829,1.540311813
13.93513,0.557765722,0.017076623,-0.829822719,-72.825996399,0.009348978,0.999595642,0.026854238,0.839014649,0.829945743,-0.022736367,0.557380557,1.7811203
14.03938,0.601542234,0.010413338,-0.79877317,-73.153503418,0.019876931,0.999410331,0.027997954,0.842353046,0.7985937,-0.032719109,0.60098052,2.089899063
14.14365,0.643990159,0.005512549,-0.765013933,-73.470458984,0.021320233,0.999456346,0.025149308,0.843081892,0.764736652,-0.032506183,0.643522501,2.40414238
14.24788,0.685354412,0.000812692,-0.728209257,-73.776046753,0.017889397,0.999678791,0.017952271,0.848477423,0.727989912,-0.025330894,0.685119748,2.723489761
14.35215,0.725828052,-0.005306597,-0.68785578,-74.056632996,0.014095481,0.999875009,0.007159876,0.848192811,0.687731802,-0.014892497,0.725812078,3.066610336
14.45638,0.76477772,-0.007458596,-0.644251049,-74.306396484,0.008638908,0.999961793,-0.001321638,0.851493597,0.644236326,-0.004554866,0.764812946,3.413672447
14.56063,0.801881075,-0.008805715,-0.597418845,-74.565536499,0.007583362,0.99996084,-0.004560311,0.851409674,0.597435594,-0.000873616,0.80191642,3.811614037
14.66488,0.835665464,-0.009908425,-0.549149394,-74.818275452,0.007457246,0.999949813,-0.006694288,0.851413548,0.549188137,0.001499044,0.835697412,4.255518913
14.76901,0.866279781,-0.008670636,-0.499483883,-75.062957764,0.004664049,0.999946177,-0.009269166,0.850900948,0.499537349,0.005700074,0.866273642,4.719759941
14.87316,0.892236352,-0.006638047,-0.451519907,-75.280044556,0.003615529,0.999964893,-0.007556496,0.838141024,0.451554209,0.005109697,0.89222908,5.201999664
14.97715,0.913481414,-0.000495166,-0.40688023,-75.485824585,-0.002524404,0.999973118,-0.006884455,0.828645825,0.40687269,0.007315952,0.913455606,5.701108932
15.08116,0.930821419,0.003539152,-0.365457177,-75.671867371,-0.007237728,0.999935508,-0.00875098,0.823250175,0.365402639,0.01079068,0.930787027,6.223836422
15.18501,0.944251359,0.00851192,-0.329115421,-75.845252991,-0.01152043,0.999907792,-0.00719215,0.813538074,0.329023838,0.010582748,0.944262326,6.769891739
15.28876,0.954241753,0.009396754,-0.298888534,-76.005058289,-0.011409299,0.999922454,-0.004989165,0.797779441,0.298818469,0.008170978,0.954275012,7.314867496
15.39248,0.961579502,0.008649134,-0.27439037,-76.162582397,-0.010147764,0.999940336,-0.004042648,0.793348253,0.27433902,0.006671776,0.9616099,7.89834404
15.49619,0.967341363,0.009291921,-0.253306836,-76.316177368,-0.010155467,0.999946237,-0.002101728,0.787665904,0.253273696,0.004605537,0.967383683,8.508146286
15.59991,0.971959174,0.011632524,-0.234861866,-76.464286804,-0.011808687,0.999930084,0.000656343,0.777703047,0.234853074,0.002135471,0.972028553,9.127262115
15.70361,0.975451767,0.016728587,-0.219576925,-76.607391357,-0.016686304,0.999858677,0.002047291,0.772437036,0.219580144,0.001666894,0.97559303,9.760807037
15.80732,0.978331983,0.020123478,-0.206062123,-76.760101318,-0.019854642,0.999797165,0.0033726,0.763998091,0.2060882,0.000791768,0.978533089,10.434977531
15.91101,0.98106426,0.018791281,-0.192768693,-76.89251709,-0.018544689,0.999823272,0.003083636,0.761077106,0.192792565,0.00054959,0.981239378,11.107818604
16.01476,0.983682156,0.018717047,-0.178938657,-77.014648438,-0.01853965,0.999824584,0.002663707,0.753647208,0.17895712,0.000697218,0.983856618,11.792066574
16.11855,0.986136615,0.018915853,-0.164853901,-77.114135742,-0.018616684,0.999821067,0.003359795,0.749418855,0.16488795,-0.000244184,0.98631227,12.479963303
16.22236,0.98839438,0.021446992,-0.150388092,-77.23790741,-0.02110973,0.999769807,0.003838843,0.740711212,0.150435805,-0.000619638,0.988619566,13.215585709
16.32614,0.990168929,0.021263938,-0.138250902,-77.33052063,-0.021338204,0.999771893,0.000945091,0.728236794,0.138239458,0.002014227,0.990396798,13.966424942
16.42989,0.991650164,0.022121865,-0.127045423,-77.423866272,-0.022858448,0.999729276,-0.0043426,0.715136409,0.126914963,0.007210402,0.991887391,14.703147888
16.53376,0.992873609,0.019992685,-0.117483042,-77.51171875,-0.021363664,0.999717474,-0.010421778,0.709541738,0.117241487,0.012857377,0.993020177,15.455968857
16.63752,0.99377501,0.020490743,-0.10950505,-77.599372864,-0.0217967,0.999704719,-0.010742182,0.694384336,0.109252602,0.01306216,0.993928194,16.221532822
16.74126,0.994457722,0.021637598,-0.102886491,-77.678359985,-0.022229519,0.99974227,-0.004609885,0.684221983,0.102760226,0.006871453,0.994682431,16.995988846
16.84514,0.994826615,0.02686538,-0.097970471,-77.770172119,-0.026626077,0.999638438,0.003749458,0.658052444,0.098035783,-0.001121492,0.995182276,17.815645218
16.94889,0.995214999,0.027884934,-0.093645617,-77.848777771,-0.027338501,0.999600947,0.007113205,0.648999691,0.093806595,-0.004519038,0.995580196,18.597312927
17.05263,0.995582998,0.026419634,-0.090091765,-77.925270081,-0.025972608,0.999643862,0.006130834,0.639027119,0.090221651,-0.003763835,0.995914578,19.372180939
17.15642,0.995873392,0.026653102,-0.086751364,-77.998641968,-0.026289813,0.999640167,0.005327697,0.628036141,0.086862147,-0.003025034,0.996215761,20.14957428
17.26028,0.99614054,0.024653623,-0.084239423,-78.049247742,-0.024116741,0.99968189,0.007385109,0.62416172,0.084394693,-0.005325026,0.996418178,20.912824631
17.364,0.996396363,0.023457259,-0.081511341,-78.129013062,-0.022680622,0.999688268,0.010440974,0.60420078,0.081730843,-0.00855462,0.996617734,21.71890831
17.46789,0.996691883,0.021401612,-0.078404509,-78.191200256,-0.020516787,0.99971658,0.012073705,0.596486211,0.078640684,-0.010425155,0.996848524,22.494636536
17.57166,0.996892273,0.020402351,-0.076088935,-78.246124268,-0.019796107,0.999766052,0.008713381,0.585531116,0.076248907,-0.007180038,0.997062981,23.258672714
17.67551,0.996945322,0.023574784,-0.074459545,-78.313919067,-0.0235324,0.999722004,0.001446627,0.575074434,0.074472956,0.000310004,0.99722296,24.020553589
